prod_id,prod_name,prod_desc,cat_id,cat_name,subcat_id,subcat_name,unit_cost,unit_price,supp_id,prod_status,launch_date,disc_date,inv_min_lvl,prod_weight,prod_dim,gm_pct
PROD00438,Advanced Laptop E251,"Advanced Laptop E251: Biometric security, Voice control",CAT002,Peripherals,SCAT008,Scanners,332.23,560.31,SUPP0026,Discontinued,2024-08-27,2025-02-27,11,19.51,79 x 30 x 93 cm,
PROD00439,Essential Software License M437,"Essential Software License M437: Extended battery life, Compact design, AI-powered, Fast charging, Water resistant",CAT006,Enterprise Solutions,SCAT025,Virtualization,926.21,1561.04,SUPP0020,Active,2024-02-29,,47,4.42,30 x 99 x 53 cm,40.67
PROD00440,Lightweight Smartphone S757,"Lightweight Smartphone S757: Biometric security, Bluetooth enabled, 4K resolution, Cloud storage",CAT001,Computing Devices,SCAT005,Servers,506.41,831.98,SUPP0035,Discontinued,2022-03-11,2023-11-17,22,10.27,10 x 14 x 67 cm,39.13
PROD00441,Elite Cable A147,"Elite Cable A147: Biometric security, Wireless connectivity, Cloud storage, Touch screen, 4K resolution",CAT006,Enterprise Solutions,SCAT023,Backup Systems,846.04,1124.23,SUPP0019,Discontinued,2024-12-22,2025-03-30,43,8.82,9 x 23 x 100 cm,24.74
PROD00442,Advanced Cable Q630,"Advanced Cable Q630: 4K resolution, Extended battery life, AI-powered, Energy efficient, Touch screen",CAT003,Accessories,SCAT012,Power Solutions,101.65,138.02,SUPP0046,Limited Stock,2022-06-14,,43,3.4,26 x 68 x 31 cm,26.35
PROD00443,Eco-friendly Router J213,"Eco-friendly Router J213: Compact design, Voice control, Biometric security",CAT004,Networking,SCAT016,Network Adapters,238.5,355.45,SUPP0011,Active,2023-06-14,,46,5.01,17x14x100,32.9
PROD00444,Elite Power Bank A831,"Elite Power Bank A831: Extended battery life, Biometric security, AI-powered, Water resistant",CAT001,Computing Devices,SCAT002,Desktops,285.6,432.68,SUPP0010,Upcoming,2023-10-28,,47,10.68,6 x 23 x 24 cm,33.99
PROD00445,Lightweight Docking Station H729,"Lightweight Docking Station H729: Water resistant, Compact design, Bluetooth enabled, Cloud storage",CAT004,Networking,SCAT016,Network Adapters,723.29,1069.98,SUPP0002,Upcoming,2024-07-02,,48,8.08,10 x 59 x 12 cm,32.4
PROD00446,Ergonomic Workstation D828,"Ergonomic Workstation D828: Wireless connectivity, Extended battery life",CAT003,Accessories,SCAT010,Cables & Adapters,537.83,807.7,SUPP0012,Upcoming,2022-12-04,,10,4.78,10 x 41 x 80 cm,57.73413891814891
PROD00447,Compact Headphones N649,"Compact Headphones N649: Shock proof, Cloud storage, High performance, Noise cancelling, Extended battery life",CAT003,Accessories,SCAT013,Audio Accessories,915.93,1479.7,SUPP0026,Discontinued,2023-11-09,2024-08-13,24,5.24,69 x 15 x 49 cm,38.1
PROD00448,Ergonomic Server B507,"Ergonomic Server B507: Biometric security, Extended battery life",CAT005,Software,SCAT021,Design Software,569.93,837.31,SUPP0041,Active,2022-05-09,,12,12.25,23 x 64 x 7 cm,31.93
PROD00449,Standard Router Q459,"Standard Router Q459: AI-powered, Energy efficient",CAT002,Peripherals,SCAT009,Input Devices,889.31,1291.82,SUPP0038,Active,2022-01-01,,7,15.18,95 x 11 x 5 cm,31.16
PROD00450,Basic Keyboard B487,"Basic Keyboard B487: Fast charging, Wireless connectivity, Extended battery life, High performance, AI-powered",CAT003,Accessories,SCAT011,Cases & Bags,979.88,1633.68,SUPP0015,Limited Stock,2024-08-15,,9,6.24,18 x 24 x 87 cm,40.02
PROD00451,High-performance Smartphone Q651,"High-performance Smartphone Q651: Noise cancelling, Touch screen, AI-powered",CAT003,Accessories,SCAT013,Audio Accessories,436.31,689.35,SUPP0004,Active,2024-03-06,,31,14.74,52 x 71 x 83 cm,36.71
PROD00452,Wireless Scanner I538,"Wireless Scanner I538: Compact design, Extended battery life, Cloud storage, Wireless connectivity, Voice control",CAT003,Accessories,SCAT012,Power Solutions,891.63,1231.52,SUPP0017,Limited Stock,2024-08-31,,39,4.82,90 x 29 x 19 cm,27.6
PROD00453,High-performance Projector I616,"High-performance Projector I616: Cloud storage, AI-powered, Touch screen, High performance",CAT002,Peripherals,SCAT008,Scanners,767.1,1227.29,SUPP0002,Discontinued,2023-05-31,2025-02-28,16,3.69,11 x 77 x 72 cm,37.5
PROD00454,Advanced Tablet Y326,"Advanced Tablet Y326: Touch screen, Biometric security, Shock proof, Energy efficient",CAT002,Peripherals,SCAT008,Scanners,515.61,870.71,SUPP0048,Discontinued,2022-07-31,2023-12-21,37,0.81,80 x 83 x 49 cm,40.78
PROD00455,Elite Microphone K159,"Elite Microphone K159: Fast charging, AI-powered",CAT005,Software,SCAT020,Security Software,872.74,1298.96,SUPP0037,Limited Stock,2022-03-08,,11,19.07,92 x 55 x 73 cm,32.81
PROD00456,Wireless Workstation H371,"Wireless Workstation H371: Fast charging, Water resistant, Noise cancelling",CAT004,Networking,SCAT014,Routers,354.47,542.25,SUPP0016,Active,2023-02-18,,44,15.42,92 x 95 x 27 cm,34.63
PROD00457,Smart Smartphone N845,"Smart Smartphone N845: Energy efficient, Touch screen, Bluetooth enabled",CAT002,Peripherals,SCAT006,Monitors,861.65,1332.74,SUPP0020,Discontinued,2024-09-14,2025-01-12,15,1.3,42x70x99,35.35
PROD00458,Compact Router O394,"Compact Router O394: Energy efficient, AI-powered",CAT006,Enterprise Solutions,SCAT023,Backup Systems,83.32,122.13,SUPP0025,Limited Stock,2022-05-20,,47,16.86,52 x 75 x 53 cm,31.78
PROD00459,Lightweight Storage Drive J701,"Lightweight Storage Drive J701: 4K resolution, Wireless connectivity, Fast charging",CAT006,Enterprise Solutions,SCAT025,Virtualization,46.68,61.63,SUPP0020,Active,2022-07-22,,29,0.59,79 x 74 x 75 cm,24.26
PROD00460,High-performance Scanner G348,"High-performance Scanner G348: Touch screen, Wireless connectivity, Noise cancelling",CAT001,Computing Devices,SCAT001,Laptops,960.79,1301.82,SUPP0022,Discontinued,2024-01-29,2024-06-10,22,16.56,17 x 89 x 88 cm,26.2
PROD00461,Heavy-duty Router H548,"Heavy-duty Router H548: Bluetooth enabled, Noise cancelling, Shock proof, Compact design",CAT004,Networking,SCAT014,Routers,642.9,986.53,SUPP0048,Upcoming,2024-03-24,,35,16.31,45 x 99 x 17 cm,34.83
PROD00462,Portable Software License R419,"Portable Software License R419: Water resistant, Voice control, Bluetooth enabled, Noise cancelling, Shock proof",CAT006,Enterprise Solutions,SCAT023,Backup Systems,780.19,739.0810238169952,SUPP0033,Limited Stock,2024-02-11,,26,3.44,30x61x69,33.16
PROD00463,Essential Mouse G199,"Essential Mouse G199: Energy efficient, Fast charging, 4K resolution, Bluetooth enabled",CAT002,Peripherals,SCAT008,Scanners,730.36,1164.49,SUPP0013,Discontinued,2022-12-08,2024-10-18,43,17.97,,37.28
PROD00464,Portable Microphone M261,"Portable Microphone M261: Touch screen, Shock proof",CAT002,Peripherals,SCAT006,Monitors,358.15,605.88,SUPP0005,Limited Stock,2023-01-19,,23,15.84,89 x 7 x 38 cm,40.89
PROD00465,High-performance Storage Drive Q724,"High-performance Storage Drive Q724: Energy efficient, Water resistant, Voice control, Cloud storage, Extended battery life",CAT001,Computing Devices,SCAT005,Servers,490.02,704.33,SUPP0050,Discontinued,2022-01-10,2024-12-23,18,7.72,34 x 5 x 85 cm,30.43
PROD00466,Elite Server G523,"Elite Server G523: Wireless connectivity, Biometric security, Bluetooth enabled",CAT004,Networking,SCAT015,Switches,594.71,822.89,SUPP0025,Discontinued,2022-12-26,2024-01-12,32,3.33,95 x 8 x 37 cm,27.73
PROD00467,Essential Printer E411,"Essential Printer E411: Shock proof, Touch screen, High performance",CAT002,Peripherals,SCAT007,Printers,73.02,98.76,SUPP0039,Discontinued,2022-11-28,2023-04-21,9,0.69,45 x 57 x 32 cm,26.06
PROD00468,Portable Mouse Z387,"Portable Mouse Z387: Water resistant, Wireless connectivity, Cloud storage",CAT006,Enterprise Solutions,SCAT023,Backup Systems,223.64,299.76,SUPP0018,Discontinued,2023-10-01,2024-12-12,43,6.83,25 x 16 x 33 cm,
PROD00469,Smart Headphones F490,"Smart Headphones F490: Bluetooth enabled, Water resistant, 4K resolution, Fast charging, Compact design",CAT005,Software,SCAT020,Security Software,946.8,1267.2,SUPP0005,Limited Stock,2022-09-22,,13,12.09,27 x 42 x 23 cm,25.28
PROD00470,Lightweight Projector H977,"Lightweight Projector H977: AI-powered, 4K resolution, Compact design",CAT001,Computing Devices,SCAT003,Tablets,47.15,68.94,SUPP0037,Discontinued,2023-05-07,2023-11-12,5,8.67,27 x 47 x 72 cm,31.61
PROD00471,Ergonomic Router E838,"Ergonomic Router E838: Extended battery life, Touch screen, Biometric security, Energy efficient",CAT002,Peripherals,SCAT009,Input Devices,739.4,1170.42,SUPP0010,Upcoming,2024-03-29,,48,8.84,67 x 88 x 32 cm,36.83
PROD00472,Premium Headphones Z861,"Premium Headphones Z861: 4K resolution, AI-powered, Compact design, High performance",CAT005,Software,SCAT018,Operating Systems,381.73,596.61,SUPP0016,Limited Stock,2023-04-01,,9,0.23,64 x 73 x 95 cm,36.02
PROD00473,Advanced Headphones R741,"Advanced Headphones R741: Compact design, AI-powered, Cloud storage",CAT003,Accessories,SCAT013,Audio Accessories,470.42,641.88,SUPP0006,Active,2022-09-17,,15,12.75,54 x 67 x 23 cm,26.71
PROD00474,Wireless Projector B111,"Wireless Projector B111: Biometric security, Shock proof",CAT002,Peripherals,SCAT009,Input Devices,732.28,1020.4,SUPP0034,Upcoming,2023-05-05,,24,10.81,,28.24
PROD00475,Digital Power Bank B462,"Digital Power Bank B462: Fast charging, Noise cancelling, Touch screen, Voice control, Cloud storage",CAT003,Accessories,SCAT013,Audio Accessories,719.95,1198.31,SUPP0005,Discontinued,2023-11-06,2025-02-28,40,15.06,83 x 80 x 59 cm,39.92
PROD00476,High-performance Microphone H682,"High-performance Microphone H682: AI-powered, Extended battery life, Biometric security",CAT004,Networking,SCAT014,Routers,117.19,192.06,SUPP0010,Limited Stock,2024-04-14,,15,0.48,7 x 70 x 80 cm,38.98
PROD00477,Digital Webcam V938,"Digital Webcam V938: Fast charging, 4K resolution",CAT004,Networking,SCAT015,Switches,186.55,251.86,SUPP0009,Active,2022-11-14,,31,10.84,1 x 46 x 94 cm,25.93
PROD00478,Essential Speaker E373,"Essential Speaker E373: Cloud storage, Energy efficient, Noise cancelling, Water resistant, Wireless connectivity",CAT002,Peripherals,SCAT008,Scanners,442.03,583.57,SUPP0019,Limited Stock,2024-10-21,,37,0.87,10 x 28 x 18 cm,24.25
PROD00479,Digital Projector J699,"Digital Projector J699: 4K resolution, Cloud storage, Touch screen, AI-powered",CAT004,Networking,SCAT016,Network Adapters,938.06,1420.6,SUPP0021,Active,2022-03-10,,15,3.74,36 x 39 x 62 cm,33.97
PROD00480,Wireless Server T829,,CAT001,Computing Devices,SCAT003,Tablets,113.05,191.46,SUPP0013,Limited Stock,2023-01-23,,31,11.53,9 x 82 x 23 cm,40.95
PROD00481,Professional Smartphone C261,"Professional Smartphone C261: Water resistant, Biometric security, Bluetooth enabled",CAT001,Computing Devices,SCAT005,Servers,780.23,1218.74,SUPP0028,Active,2024-07-13,,18,16.5,9 x 16 x 30 cm,35.98
PROD00482,High-performance Power Bank A331,"High-performance Power Bank A331: 4K resolution, Extended battery life, Wireless connectivity",CAT003,Accessories,SCAT011,Cases & Bags,581.72,481.79938964329347,SUPP0024,Active,2022-06-10,,33,8.89,78 x 5 x 9 cm,36.67
PROD00483,Essential Docking Station I577,"Essential Docking Station I577: Energy efficient, 4K resolution, Noise cancelling, Fast charging, Extended battery life",CAT002,Peripherals,SCAT006,Monitors,634.35,995.12,SUPP0023,Discontinued,2022-05-23,2024-02-29,17,6.53,1 x 53 x 11 cm,36.25
PROD00484,Advanced Adapter H891,"Advanced Adapter H891: Cloud storage, Extended battery life",CAT004,Networking,SCAT014,Routers,479.1,788.98,SUPP0041,Upcoming,2024-02-29,,27,10.94,53 x 66 x 68 cm,59.343446593487506
PROD00485,All-in-one Keyboard V400,"All-in-one Keyboard V400: Wireless connectivity, Noise cancelling",CAT005,Software,SCAT018,Operating Systems,12.33,19.42,SUPP0034,Active,2023-05-04,,13,3.35,7 x 42 x 16 cm,36.51
PROD00486,Ergonomic Server D336,"Ergonomic Server D336: 4K resolution, Biometric security",CAT006,Enterprise Solutions,SCAT023,Backup Systems,762.74,1230.98,SUPP0009,Discontinued,2024-10-01,2025-01-08,24,0.64,5 x 25 x 24 cm,38.04
PROD00487,Smart Server G984,"Smart Server G984: Noise cancelling, Shock proof, Bluetooth enabled",CAT004,Networking,SCAT017,Network Security,945.24,1536.9,SUPP0013,Discontinued,2024-10-28,2025-02-21,6,9.85,10 x 29 x 77 cm,38.5
PROD00488,Compact Storage Drive P288,"Compact Storage Drive P288: AI-powered, 4K resolution",CAT001,Computing Devices,SCAT002,Desktops,917.69,1297.73,SUPP0024,Limited Stock,2024-06-13,,29,13.76,54 x 14 x 55 cm,29.28
PROD00489,Advanced Speaker P845,"Advanced Speaker P845: Energy efficient, Touch screen, Bluetooth enabled, AI-powered",CAT005,Software,SCAT018,Operating Systems,544.4,913.87,SUPP0009,Active,2022-08-16,,45,11.34,81 x 2 x 25 cm,40.43
PROD00490,Portable Software License D278,"Portable Software License D278: Bluetooth enabled, 4K resolution, Voice control, Cloud storage",CAT004,Networking,SCAT015,Switches,585.66,788.04,SUPP0010,Discontinued,2023-06-20,2023-10-21,48,1.32,46x34x96,25.68
PROD00491,Heavy-duty Printer D838,"Heavy-duty Printer D838: Voice control, Water resistant, Wireless connectivity",CAT002,Peripherals,SCAT006,Monitors,241.67,403.0,SUPP0010,Limited Stock,2023-10-12,,25,13.02,12 x 29 x 35 cm,40.03
PROD00492,Professional Storage Drive V137,"Professional Storage Drive V137: Bluetooth enabled, Compact design",CAT004,Networking,SCAT015,Switches,649.74,852.14,SUPP0036,Limited Stock,2024-10-05,,50,6.93,5 x 95 x 14 cm,23.75
PROD00493,Compact Camera K943,"Compact Camera K943: Voice control, Touch screen, 4K resolution, Wireless connectivity",CAT001,Computing Devices,SCAT005,Servers,886.7,1336.26,SUPP0031,Limited Stock,2024-01-08,,16,19.24,92 x 58 x 60 cm,33.64
PROD00494,Standard Printer O620,"Standard Printer O620: Extended battery life, Water resistant, Bluetooth enabled, Fast charging",CAT005,Software,SCAT018,Operating Systems,626.26,1055.67,SUPP0021,Discontinued,2022-06-25,2024-12-28,40,7.45,28 x 77 x 47 cm,40.68
PROD00495,Portable Docking Station H116,"Portable Docking Station H116: Compact design, Fast charging, Energy efficient, Wireless connectivity, High performance",CAT003,Accessories,SCAT013,Audio Accessories,808.24,1260.63,SUPP0003,Discontinued,2024-11-19,2025-02-20,5,11.64,59 x 34 x 81 cm,35.89
PROD00496,Elite Software License N805,"Elite Software License N805: Energy efficient, High performance",CAT001,Computing Devices,SCAT001,Laptops,189.12,274.69,SUPP0023,Active,2024-11-27,,5,4.72,60 x 95 x 46 cm,31.15
PROD00497,Smart Cable Y312,"Smart Cable Y312: Biometric security, Water resistant, High performance",CAT002,Peripherals,SCAT009,Input Devices,357.82,548.19,SUPP0030,Active,2023-06-14,,20,9.2,46 x 62 x 69 cm,34.73
PROD00498,Compact Printer Q674,"Compact Printer Q674: 4K resolution, Noise cancelling, High performance, Energy efficient",CAT004,Networking,SCAT015,Switches,238.72,388.12,SUPP0038,Upcoming,2024-12-06,,24,15.9,5 x 63 x 16 cm,38.49
PROD00499,Standard Router W160,,CAT005,Software,SCAT018,Operating Systems,157.28,236.72,SUPP0029,Limited Stock,2024-12-11,,19,3.03,30 x 95 x 48 cm,33.56
PROD00500,Wireless Power Bank H962,"Wireless Power Bank H962: Bluetooth enabled, Extended battery life",CAT002,Peripherals,SCAT006,Monitors,130.28,212.08,SUPP0045,Discontinued,2022-07-22,2023-02-13,42,9.36,66x24x67,38.57
